year,nc_senate,classification,totalpop_district_year,mean_age,median_age,totalpop_class,percent,identity
2000,42,other,175315.0,24.0,22.0,10532.0,6.0,dist_42_other
2000,42,nonhisp,175315.0,37.0,37.0,166590.0,95.0,dist_42_nonhisp
2000,42,hispanic,175315.0,24.0,24.0,8727.0,5.0,dist_42_hispanic
2000,43,white,183265.0,38.0,37.0,151296.0,83.0,dist_43_white
2000,43,black,183265.0,31.0,29.0,26095.0,14.0,dist_43_black
2000,43,other,183265.0,27.0,26.0,5874.0,3.0,dist_43_other
2000,43,nonhisp,183265.0,37.0,36.0,177617.0,97.0,dist_43_nonhisp
2000,43,hispanic,183265.0,25.0,25.0,5648.0,3.0,dist_43_hispanic
2000,44,white,153208.0,38.0,37.0,130243.0,85.0,dist_44_white
2000,44,black,153208.0,32.0,31.0,17269.0,11.0,dist_44_black
2000,44,other,153208.0,26.0,24.0,5695.0,4.0,dist_44_other
2000,44,nonhisp,153208.0,37.0,37.0,146807.0,96.0,dist_44_nonhisp
2000,44,hispanic,153208.0,25.0,25.0,6402.0,4.0,dist_44_hispanic
2000,45,white,172361.0,38.0,37.0,162257.0,94.0,dist_45_white
2000,45,black,172361.0,33.0,31.0,5794.0,3.0,dist_45_black
2000,45,other,172361.0,27.0,25.0,4309.0,2.0,dist_45_other
2000,45,nonhisp,172361.0,38.0,37.0,168279.0,98.0,dist_45_nonhisp
2000,45,hispanic,172361.0,26.0,25.0,4082.0,2.0,dist_45_hispanic
2000,46,white,185247.0,38.0,38.0,150482.0,81.0,dist_46_white
2000,46,black,185247.0,33.0,30.0,26107.0,14.0,dist_46_black
2000,46,other,185247.0,24.0,21.0,8662.0,5.0,dist_46_other
2000,46,nonhisp,185247.0,37.0,37.0,180635.0,98.0,dist_46_nonhisp
2000,46,hispanic,185247.0,25.0,24.0,4611.0,2.0,dist_46_hispanic
2000,47,white,176466.0,40.0,40.0,162287.0,92.0,dist_47_white
2000,47,black,176466.0,34.0,32.0,10195.0,6.0,dist_47_black
2000,47,other,176466.0,27.0,25.0,3985.0,2.0,dist_47_other
2000,47,nonhisp,176466.0,40.0,40.0,172511.0,98.0,dist_47_nonhisp
2000,47,hispanic,176466.0,24.0,23.0,3956.0,2.0,dist_47_hispanic
2000,48,white,154878.0,42.0,43.0,144017.0,93.0,dist_48_white
2000,48,black,154878.0,33.0,31.0,5259.0,3.0,dist_48_black
2000,48,other,154878.0,26.0,24.0,5600.0,4.0,dist_48_other
2000,48,nonhisp,154878.0,42.0,42.0,149043.0,96.0,dist_48_nonhisp
2000,48,hispanic,154878.0,25.0,24.0,5835.0,4.0,dist_48_hispanic
2000,49,white,169955.0,40.0,39.0,149716.0,88.0,dist_49_white
2000,49,black,169955.0,35.0,33.0,14126.0,8.0,dist_49_black
2000,49,other,169955.0,27.0,25.0,6110.0,4.0,dist_49_other
2000,49,nonhisp,169955.0,39.0,39.0,164879.0,97.0,dist_49_nonhisp
2000,49,hispanic,169955.0,25.0,24.0,5073.0,3.0,dist_49_hispanic
2000,50,white,170999.0,42.0,43.0,157265.0,92.0,dist_50_white
2000,50,black,170999.0,34.0,27.0,2286.0,1.0,dist_50_black
2000,50,other,170999.0,31.0,28.0,11448.0,7.0,dist_50_other
2000,50,nonhisp,170999.0,41.0,42.0,168578.0,99.0,dist_50_nonhisp
2000,50,hispanic,170999.0,28.0,25.0,2421.0,1.0,dist_50_hispanic
2010,1,white,187327.0,41.0,43.0,137564.0,73.0,dist_1_white
2010,1,black,187327.0,37.0,37.0,40316.0,22.0,dist_1_black
2010,1,other,187327.0,26.0,24.0,9447.0,5.0,dist_1_other
2010,1,nonhisp,187327.0,41.0,42.0,178520.0,95.0,dist_1_nonhisp
2010,1,hispanic,187327.0,25.0,25.0,8807.0,5.0,dist_1_hispanic
2010,2,white,183118.0,42.0,43.0,141819.0,77.0,dist_2_white
2010,2,black,183118.0,36.0,35.0,29866.0,16.0,dist_2_black
2010,2,other,183118.0,26.0,23.0,11433.0,6.0,dist_2_other
2010,2,nonhisp,183118.0,41.0,42.0,174193.0,95.0,dist_2_nonhisp
2010,2,hispanic,183118.0,25.0,23.0,8925.0,5.0,dist_2_hispanic
2010,3,white,181535.0,44.0,47.0,77545.0,43.0,dist_3_white
2010,3,black,181535.0,38.0,38.0,97550.0,54.0,dist_3_black
2010,3,other,181535.0,28.0,26.0,6440.0,4.0,dist_3_other
2010,3,nonhisp,181535.0,41.0,42.0,176273.0,97.0,dist_3_nonhisp
2010,3,hispanic,181535.0,26.0,25.0,5262.0,3.0,dist_3_hispanic
2010,4,white,190991.0,44.0,46.0,74384.0,39.0,dist_4_white
2010,4,black,190991.0,37.0,36.0,102712.0,54.0,dist_4_black
2010,4,other,190991.0,28.0,26.0,13895.0,7.0,dist_4_other
2010,4,nonhisp,190991.0,40.0,41.0,180529.0,95.0,dist_4_nonhisp
2010,4,hispanic,190991.0,24.0,23.0,10462.0,5.0,dist_4_hispanic
2010,5,white,181547.0,40.0,39.0,70178.0,39.0,dist_5_white
2010,5,black,181547.0,35.0,34.0,97021.0,53.0,dist_5_black
2010,5,other,181547.0,25.0,24.0,14348.0,8.0,dist_5_other
2010,5,nonhisp,181547.0,37.0,36.0,168072.0,93.0,dist_5_nonhisp
2010,5,hispanic,181547.0,24.0,23.0,13475.0,7.0,dist_5_hispanic
2010,6,white,187925.0,32.0,27.0,137985.0,73.0,dist_6_white
2010,6,black,187925.0,32.0,28.0,30961.0,16.0,dist_6_black
2010,6,other,187925.0,24.0,22.0,18979.0,10.0,dist_6_other
2010,6,nonhisp,187925.0,32.0,27.0,169631.0,90.0,dist_6_nonhisp
2010,6,hispanic,187925.0,22.0,21.0,18294.0,10.0,dist_6_hispanic
2010,7,white,190081.0,38.0,36.0,143640.0,76.0,dist_7_white
2010,7,black,190081.0,34.0,31.0,30820.0,16.0,dist_7_black
2010,7,other,190081.0,25.0,23.0,15621.0,8.0,dist_7_other
2010,7,nonhisp,190081.0,37.0,36.0,175221.0,92.0,dist_7_nonhisp
2010,7,hispanic,190081.0,24.0,23.0,14860.0,8.0,dist_7_hispanic
2010,8,white,200133.0,44.0,47.0,149569.0,75.0,dist_8_white
2010,8,black,200133.0,39.0,39.0,38043.0,19.0,dist_8_black
2010,8,other,200133.0,26.0,24.0,12521.0,6.0,dist_8_other
2010,8,nonhisp,200133.0,43.0,45.0,188684.0,94.0,dist_8_nonhisp
2010,8,hispanic,200133.0,25.0,24.0,11449.0,6.0,dist_8_hispanic
2010,9,white,197372.0,40.0,38.0,159484.0,81.0,dist_9_white
2010,9,black,197372.0,35.0,34.0,25692.0,13.0,dist_9_black
2010,9,other,197372.0,26.0,25.0,12196.0,6.0,dist_9_other
2010,9,nonhisp,197372.0,39.0,38.0,186860.0,95.0,dist_9_nonhisp
2010,9,hispanic,197372.0,26.0,25.0,10512.0,5.0,dist_9_hispanic
2010,10,white,192056.0,39.0,40.0,124109.0,65.0,dist_10_white
2010,10,black,192056.0,38.0,39.0,40265.0,21.0,dist_10_black
2010,10,other,192056.0,25.0,23.0,27682.0,14.0,dist_10_other
2010,10,nonhisp,192056.0,39.0,40.0,161402.0,84.0,dist_10_nonhisp
2010,10,hispanic,192056.0,24.0,23.0,30654.0,16.0,dist_10_hispanic
2010,11,white,186653.0,40.0,41.0,126756.0,68.0,dist_11_white
2010,11,black,186653.0,36.0,36.0,42513.0,23.0,dist_11_black
2010,11,other,186653.0,25.0,23.0,17384.0,9.0,dist_11_other
2010,11,nonhisp,186653.0,39.0,40.0,167121.0,90.0,dist_11_nonhisp
2010,11,hispanic,186653.0,24.0,23.0,19532.0,10.0,dist_11_hispanic
2010,12,white,191817.0,38.0,37.0,132351.0,69.0,dist_12_white
2010,12,black,191817.0,34.0,33.0,37555.0,20.0,dist_12_black
2010,12,other,191817.0,24.0,22.0,21911.0,11.0,dist_12_other
2010,12,nonhisp,191817.0,37.0,37.0,166583.0,87.0,dist_12_nonhisp
2010,12,hispanic,191817.0,24.0,23.0,25234.0,13.0,dist_12_hispanic
2010,13,white,192266.0,41.0,42.0,74612.0,39.0,dist_13_white
2010,13,black,192266.0,36.0,34.0,50350.0,26.0,dist_13_black
2010,13,other,192266.0,32.0,30.0,67304.0,35.0,dist_13_other
2010,13,nonhisp,192266.0,37.0,37.0,178672.0,93.0,dist_13_nonhisp
2010,13,hispanic,192266.0,24.0,23.0,13594.0,7.0,dist_13_hispanic
2010,14,white,189566.0,36.0,35.0,61709.0,33.0,dist_14_white
2010,14,black,189566.0,32.0,31.0,96925.0,51.0,dist_14_black
2010,14,other,189566.0,25.0,25.0,30932.0,16.0,dist_14_other
2010,14,nonhisp,189566.0,34.0,33.0,155426.0,82.0,dist_14_nonhisp
2010,14,hispanic,189566.0,24.0,24.0,34140.0,18.0,dist_14_hispanic
2010,15,white,188841.0,38.0,40.0,155589.0,82.0,dist_15_white
2010,15,black,188841.0,33.0,32.0,18651.0,10.0,dist_15_black
2010,15,other,188841.0,29.0,29.0,14601.0,8.0,dist_15_other
2010,15,nonhisp,188841.0,38.0,39.0,179113.0,95.0,dist_15_nonhisp
2010,15,hispanic,188841.0,28.0,27.0,9728.0,5.0,dist_15_hispanic
2010,16,white,199393.0,35.0,32.0,134374.0,67.0,dist_16_white
2010,16,black,199393.0,31.0,29.0,30425.0,15.0,dist_16_black
2010,16,other,199393.0,28.0,27.0,34594.0,17.0,dist_16_other
2010,16,nonhisp,199393.0,34.0,31.0,180418.0,90.0,dist_16_nonhisp
2010,16,hispanic,199393.0,26.0,25.0,18975.0,10.0,dist_16_hispanic
2010,17,white,194407.0,35.0,37.0,152657.0,79.0,dist_17_white
2010,17,black,194407.0,34.0,34.0,17348.0,9.0,dist_17_black
2010,17,other,194407.0,28.0,30.0,24402.0,13.0,dist_17_other
2010,17,nonhisp,194407.0,35.0,36.0,183122.0,94.0,dist_17_nonhisp
2010,17,hispanic,194407.0,27.0,25.0,11285.0,6.0,dist_17_hispanic
2010,18,white,189405.0,38.0,39.0,133220.0,70.0,dist_18_white
2010,18,black,189405.0,36.0,36.0,39373.0,21.0,dist_18_black
2010,18,other,189405.0,25.0,23.0,16812.0,9.0,dist_18_other
2010,18,nonhisp,189405.0,37.0,39.0,170835.0,90.0,dist_18_nonhisp
2010,18,hispanic,189405.0,24.0,23.0,18570.0,10.0,dist_18_hispanic
2010,19,white,183181.0,36.0,33.0,120509.0,66.0,dist_19_white
2010,19,black,183181.0,32.0,30.0,40810.0,22.0,dist_19_black
2010,19,other,183181.0,26.0,24.0,21862.0,12.0,dist_19_other
2010,19,nonhisp,183181.0,35.0,33.0,166368.0,91.0,dist_19_nonhisp
2010,19,hispanic,183181.0,25.0,23.0,16813.0,9.0,dist_19_hispanic
2010,20,white,190767.0,39.0,38.0,69128.0,36.0,dist_20_white
2010,20,black,190767.0,35.0,33.0,97040.0,51.0,dist_20_black
2010,20,other,190767.0,25.0,26.0,24599.0,13.0,dist_20_other
2010,20,nonhisp,190767.0,37.0,36.0,165625.0,87.0,dist_20_nonhisp
2010,20,hispanic,190767.0,25.0,25.0,25142.0,13.0,dist_20_hispanic
2010,21,white,183202.0,35.0,32.0,64827.0,35.0,dist_21_white
2010,21,black,183202.0,34.0,31.0,92023.0,50.0,dist_21_black
2010,21,other,183202.0,27.0,24.0,26352.0,14.0,dist_21_other
2010,21,nonhisp,183202.0,34.0,31.0,164002.0,90.0,dist_21_nonhisp
2010,21,hispanic,183202.0,25.0,24.0,19200.0,10.0,dist_21_hispanic
2010,22,white,199919.0,40.0,39.0,133138.0,67.0,dist_22_white
2010,22,black,199919.0,37.0,36.0,42855.0,21.0,dist_22_black
2010,22,other,199919.0,27.0,26.0,23926.0,12.0,dist_22_other
2010,22,nonhisp,199919.0,39.0,38.0,182165.0,91.0,dist_22_nonhisp
2010,22,hispanic,199919.0,26.0,25.0,17754.0,9.0,dist_22_hispanic
2010,23,white,197306.0,39.0,39.0,147732.0,75.0,dist_23_white
2010,23,black,197306.0,38.0,38.0,24320.0,12.0,dist_23_black
2010,23,other,197306.0,27.0,25.0,25254.0,13.0,dist_23_other
2010,23,nonhisp,197306.0,39.0,39.0,178061.0,90.0,dist_23_nonhisp
2010,23,hispanic,197306.0,25.0,24.0,19245.0,10.0,dist_23_hispanic
2010,24,white,188171.0,40.0,41.0,139458.0,74.0,dist_24_white
2010,24,black,188171.0,37.0,37.0,30837.0,16.0,dist_24_black
2010,24,other,188171.0,25.0,22.0,17876.0,9.0,dist_24_other
2010,24,nonhisp,188171.0,40.0,41.0,168428.0,90.0,dist_24_nonhisp
2010,24,hispanic,188171.0,24.0,22.0,19743.0,10.0,dist_24_hispanic
2010,25,white,199294.0,41.0,42.0,135041.0,68.0,dist_25_white
2010,25,black,199294.0,35.0,34.0,48703.0,24.0,dist_25_black
2010,25,other,199294.0,27.0,24.0,15550.0,8.0,dist_25_other
2010,25,nonhisp,199294.0,39.0,40.0,191584.0,96.0,dist_25_nonhisp
2010,25,hispanic,199294.0,25.0,24.0,7710.0,4.0,dist_25_hispanic
2010,26,white,191444.0,41.0,43.0,150827.0,79.0,dist_26_white
2010,26,black,191444.0,37.0,37.0,28874.0,15.0,dist_26_black
2010,26,other,191444.0,27.0,24.0,11743.0,6.0,dist_26_other
2010,26,nonhisp,191444.0,40.0,42.0,182568.0,95.0,dist_26_nonhisp
2010,26,hispanic,191444.0,26.0,24.0,8876.0,5.0,dist_26_hispanic
2010,27,white,191166.0,42.0,44.0,138256.0,72.0,dist_27_white
2010,27,black,191166.0,33.0,32.0,33863.0,18.0,dist_27_black
2010,27,other,191166.0,27.0,25.0,19047.0,10.0,dist_27_other
2010,27,nonhisp,191166.0,40.0,41.0,178454.0,93.0,dist_27_nonhisp
2010,27,hispanic,191166.0,25.0,24.0,12712.0,7.0,dist_27_hispanic
2010,28,white,199439.0,38.0,35.0,60317.0,30.0,dist_28_white
2010,28,black,199439.0,33.0,30.0,113817.0,57.0,dist_28_black
2010,28,other,199439.0,26.0,24.0,25305.0,13.0,dist_28_other
2010,28,nonhisp,199439.0,35.0,31.0,181042.0,91.0,dist_28_nonhisp
2010,28,hispanic,199439.0,24.0,24.0,18397.0,9.0,dist_28_hispanic
2010,29,white,192959.0,42.0,43.0,160044.0,83.0,dist_29_white
2010,29,black,192959.0,37.0,37.0,17547.0,9.0,dist_29_black
2010,29,other,192959.0,26.0,24.0,15368.0,8.0,dist_29_other
2010,29,nonhisp,192959.0,42.0,43.0,176104.0,91.0,dist_29_nonhisp
2010,29,hispanic,192959.0,24.0,23.0,16855.0,9.0,dist_29_hispanic
2010,30,white,190414.0,41.0,43.0,171771.0,90.0,dist_30_white
2010,30,black,190414.0,40.0,42.0,7495.0,4.0,dist_30_black
2010,30,other,190414.0,25.0,22.0,11148.0,6.0,dist_30_other
2010,30,nonhisp,190414.0,41.0,43.0,178233.0,94.0,dist_30_nonhisp
2010,30,hispanic,190414.0,24.0,22.0,12181.0,6.0,dist_30_hispanic
2010,31,white,199875.0,41.0,43.0,174579.0,87.0,dist_31_white
2010,31,black,199875.0,35.0,36.0,12976.0,6.0,dist_31_black
2010,31,other,199875.0,26.0,23.0,12320.0,6.0,dist_31_other
2010,31,nonhisp,199875.0,41.0,43.0,188852.0,94.0,dist_31_nonhisp
2010,31,hispanic,199875.0,26.0,23.0,11023.0,6.0,dist_31_hispanic
2010,32,white,189201.0,40.0,38.0,77945.0,41.0,dist_32_white
2010,32,black,189201.0,34.0,32.0,79443.0,42.0,dist_32_black
2010,32,other,189201.0,23.0,22.0,31813.0,17.0,dist_32_other
2010,32,nonhisp,189201.0,37.0,36.0,154700.0,82.0,dist_32_nonhisp
2010,32,hispanic,189201.0,23.0,22.0,34501.0,18.0,dist_32_hispanic
2010,33,white,190676.0,40.0,42.0,156521.0,82.0,dist_33_white
2010,33,black,190676.0,36.0,36.0,19652.0,10.0,dist_33_black
2010,33,other,190676.0,25.0,23.0,14503.0,8.0,dist_33_other
2010,33,nonhisp,190676.0,40.0,42.0,176342.0,92.0,dist_33_nonhisp
2010,33,hispanic,190676.0,24.0,22.0,14334.0,8.0,dist_33_hispanic
2010,34,white,197348.0,41.0,42.0,154296.0,78.0,dist_34_white
2010,34,black,197348.0,35.0,34.0,28268.0,14.0,dist_34_black
2010,34,other,197348.0,25.0,22.0,14784.0,7.0,dist_34_other
2010,34,nonhisp,197348.0,40.0,41.0,181830.0,92.0,dist_34_nonhisp
2010,34,hispanic,197348.0,24.0,23.0,15518.0,8.0,dist_34_hispanic
2010,35,white,189794.0,36.0,37.0,148259.0,78.0,dist_35_white
2010,35,black,189794.0,33.0,33.0,23137.0,12.0,dist_35_black
2010,35,other,189794.0,25.0,23.0,18398.0,10.0,dist_35_other
2010,35,nonhisp,189794.0,36.0,37.0,169127.0,89.0,dist_35_nonhisp
2010,35,hispanic,189794.0,25.0,23.0,20667.0,11.0,dist_35_hispanic
2010,36,white,189509.0,38.0,39.0,144844.0,76.0,dist_36_white
2010,36,black,189509.0,32.0,32.0,27640.0,15.0,dist_36_black
2010,36,other,189509.0,25.0,23.0,17025.0,9.0,dist_36_other
2010,36,nonhisp,189509.0,37.0,38.0,172442.0,91.0,dist_36_nonhisp
2010,36,hispanic,189509.0,25.0,23.0,17067.0,9.0,dist_36_hispanic
2010,37,white,183253.0,37.0,35.0,100203.0,55.0,dist_37_white
2010,37,black,183253.0,32.0,31.0,49481.0,27.0,dist_37_black
2010,37,other,183253.0,27.0,27.0,33569.0,18.0,dist_37_other
2010,37,nonhisp,183253.0,36.0,34.0,147454.0,80.0,dist_37_nonhisp
2010,37,hispanic,183253.0,26.0,26.0,35799.0,20.0,dist_37_hispanic
2010,38,white,183694.0,36.0,33.0,59189.0,32.0,dist_38_white
2010,38,black,183694.0,32.0,31.0,98701.0,54.0,dist_38_black
2010,38,other,183694.0,26.0,26.0,25804.0,14.0,dist_38_other
2010,38,nonhisp,183694.0,33.0,31.0,165444.0,90.0,dist_38_nonhisp
2010,38,hispanic,183694.0,25.0,24.0,18250.0,10.0,dist_38_hispanic
2010,39,white,181619.0,39.0,41.0,152282.0,84.0,dist_39_white
2010,39,black,181619.0,33.0,33.0,12493.0,7.0,dist_39_black
2010,39,other,181619.0,30.0,31.0,16844.0,9.0,dist_39_other
2010,39,nonhisp,181619.0,39.0,40.0,172419.0,95.0,dist_39_nonhisp
2010,39,hispanic,181619.0,30.0,29.0,9200.0,5.0,dist_39_hispanic
2010,40,white,188928.0,37.0,35.0,54676.0,29.0,dist_40_white
2010,40,black,188928.0,33.0,32.0,98039.0,52.0,dist_40_black
2010,40,other,188928.0,26.0,25.0,36213.0,19.0,dist_40_other
2010,40,nonhisp,188928.0,34.0,33.0,152686.0,81.0,dist_40_nonhisp
2010,40,hispanic,188928.0,25.0,25.0,36242.0,19.0,dist_40_hispanic
2010,41,white,182134.0,37.0,38.0,142596.0,78.0,dist_41_white
2010,41,black,182134.0,33.0,34.0,24090.0,13.0,dist_41_black
2010,41,other,182134.0,28.0,27.0,15448.0,8.0,dist_41_other
2010,41,nonhisp,182134.0,36.0,37.0,169681.0,93.0,dist_41_nonhisp
2010,41,hispanic,182134.0,28.0,27.0,12453.0,7.0,dist_41_hispanic
2010,42,white,191556.0,40.0,42.0,159475.0,83.0,dist_42_white
2010,42,black,191556.0,36.0,35.0,15084.0,8.0,dist_42_black
2010,42,other,191556.0,25.0,22.0,16997.0,9.0,dist_42_other
2010,42,nonhisp,191556.0,40.0,41.0,176923.0,92.0,dist_42_nonhisp
2010,42,hispanic,191556.0,25.0,24.0,14633.0,8.0,dist_42_hispanic
2010,43,white,197035.0,40.0,41.0,153360.0,78.0,dist_43_white
2010,43,black,197035.0,33.0,32.0,30570.0,16.0,dist_43_black
2010,43,other,197035.0,27.0,24.0,13105.0,7.0,dist_43_other
2010,43,nonhisp,197035.0,39.0,39.0,185133.0,94.0,dist_43_nonhisp
2010,43,hispanic,197035.0,26.0,25.0,11902.0,6.0,dist_43_hispanic
2010,44,white,200108.0,39.0,41.0,167302.0,84.0,dist_44_white
2010,44,black,200108.0,35.0,34.0,20194.0,10.0,dist_44_black
2010,44,other,200108.0,26.0,24.0,12612.0,6.0,dist_44_other
2010,44,nonhisp,200108.0,39.0,40.0,187342.0,94.0,dist_44_nonhisp
2010,44,hispanic,200108.0,27.0,25.0,12766.0,6.0,dist_44_hispanic
2010,45,white,190341.0,40.0,40.0,175899.0,92.0,dist_45_white
2010,45,black,190341.0,36.0,34.0,5973.0,3.0,dist_45_black
2010,45,other,190341.0,27.0,24.0,8469.0,4.0,dist_45_other
2010,45,nonhisp,190341.0,40.0,40.0,181720.0,95.0,dist_45_nonhisp
2010,45,hispanic,190341.0,26.0,24.0,8621.0,5.0,dist_45_hispanic
2010,46,white,188990.0,41.0,43.0,150839.0,80.0,dist_46_white
2010,46,black,188990.0,35.0,34.0,26344.0,14.0,dist_46_black
2010,46,other,188990.0,25.0,22.0,11807.0,6.0,dist_46_other
2010,46,nonhisp,188990.0,40.0,41.0,181600.0,96.0,dist_46_nonhisp
2010,46,hispanic,188990.0,25.0,23.0,7390.0,4.0,dist_46_hispanic
2010,47,white,187477.0,43.0,44.0,169454.0,90.0,dist_47_white
2010,47,black,187477.0,38.0,38.0,9923.0,5.0,dist_47_black
2010,47,other,187477.0,26.0,22.0,8100.0,4.0,dist_47_other
2010,47,nonhisp,187477.0,42.0,44.0,179698.0,96.0,dist_47_nonhisp
2010,47,hispanic,187477.0,25.0,22.0,7779.0,4.0,dist_47_hispanic
2010,48,white,184866.0,44.0,47.0,165613.0,90.0,dist_48_white
2010,48,black,184866.0,35.0,35.0,6456.0,3.0,dist_48_black
2010,48,other,184866.0,27.0,24.0,12797.0,7.0,dist_48_other
2010,48,nonhisp,184866.0,44.0,47.0,170800.0,92.0,dist_48_nonhisp
2010,48,hispanic,184866.0,25.0,24.0,14066.0,8.0,dist_48_hispanic
2010,49,white,193282.0,41.0,41.0,168070.0,87.0,dist_49_white
2010,49,black,193282.0,37.0,36.0,13271.0,7.0,dist_49_black
2010,49,other,193282.0,27.0,25.0,11941.0,6.0,dist_49_other
2010,49,nonhisp,193282.0,41.0,41.0,181706.0,94.0,dist_49_nonhisp
2010,49,hispanic,193282.0,25.0,25.0,11576.0,6.0,dist_49_hispanic
2010,50,white,194102.0,43.0,46.0,174955.0,90.0,dist_50_white
2010,50,black,194102.0,35.0,28.0,2323.0,1.0,dist_50_black
2010,50,other,194102.0,30.0,27.0,16824.0,9.0,dist_50_other
2010,50,nonhisp,194102.0,43.0,45.0,186155.0,96.0,dist_50_nonhisp
2010,50,hispanic,194102.0,26.0,24.0,7947.0,4.0,dist_50_hispanic
2020,1,white,194530.0,44.0,46.0,143115.0,74.0,dist_1_white
2020,1,black,194530.0,40.0,40.0,37005.0,19.0,dist_1_black
2020,1,other,194530.0,28.0,25.0,14411.0,7.0,dist_1_other
2020,1,nonhisp,194530.0,43.0,45.0,179854.0,92.0,dist_1_nonhisp
2020,1,hispanic,194530.0,28.0,27.0,14677.0,8.0,dist_1_hispanic
2020,2,white,192983.0,44.0,46.0,149199.0,77.0,dist_2_white
2020,2,black,192983.0,40.0,40.0,27922.0,14.0,dist_2_black
2020,2,other,192983.0,28.0,25.0,15865.0,8.0,dist_2_other
2020,2,nonhisp,192983.0,43.0,45.0,179993.0,93.0,dist_2_nonhisp
2020,2,hispanic,192983.0,27.0,25.0,12991.0,7.0,dist_2_hispanic
2020,3,white,172716.0,46.0,49.0,71610.0,41.0,dist_3_white
2020,3,black,172716.0,41.0,42.0,92911.0,54.0,dist_3_black
2020,3,other,172716.0,31.0,28.0,8196.0,5.0,dist_3_other
2020,3,nonhisp,172716.0,43.0,45.0,166123.0,96.0,dist_3_nonhisp
2020,3,hispanic,172716.0,28.0,26.0,6591.0,4.0,dist_3_hispanic
2020,4,white,179113.0,46.0,49.0,62919.0,35.0,dist_4_white
2020,4,black,179113.0,39.0,39.0,99352.0,55.0,dist_4_black
2020,4,other,179113.0,30.0,27.0,16844.0,9.0,dist_4_other
2020,4,nonhisp,179113.0,42.0,43.0,165917.0,93.0,dist_4_nonhisp
2020,4,hispanic,179113.0,27.0,24.0,13196.0,7.0,dist_4_hispanic
2020,5,white,183232.0,41.0,40.0,64907.0,35.0,dist_5_white
2020,5,black,183232.0,37.0,36.0,97124.0,53.0,dist_5_black
2020,5,other,183232.0,27.0,25.0,21200.0,12.0,dist_5_other
2020,5,nonhisp,183232.0,39.0,37.0,162990.0,89.0,dist_5_nonhisp
2020,5,hispanic,183232.0,27.0,25.0,20244.0,11.0,dist_5_hispanic
2020,6,white,212845.0,33.0,27.0,159029.0,75.0,dist_6_white
2020,6,black,212845.0,36.0,32.0,30229.0,14.0,dist_6_black
2020,6,other,212845.0,25.0,21.0,23588.0,11.0,dist_6_other
2020,6,nonhisp,212845.0,34.0,28.0,185664.0,87.0,dist_6_nonhisp
2020,6,hispanic,212845.0,24.0,22.0,27176.0,13.0,dist_6_hispanic
2020,7,white,205320.0,39.0,37.0,146327.0,71.0,dist_7_white
2020,7,black,205320.0,36.0,33.0,35165.0,17.0,dist_7_black
2020,7,other,205320.0,26.0,23.0,23829.0,12.0,dist_7_other
2020,7,nonhisp,205320.0,38.0,36.0,181101.0,88.0,dist_7_nonhisp
2020,7,hispanic,205320.0,26.0,23.0,24217.0,12.0,dist_7_hispanic
2020,8,white,240183.0,46.0,50.0,185012.0,77.0,dist_8_white
2020,8,black,240183.0,41.0,43.0,36339.0,15.0,dist_8_black
2020,8,other,240183.0,28.0,25.0,18835.0,8.0,dist_8_other
2020,8,nonhisp,240183.0,45.0,49.0,220386.0,92.0,dist_8_nonhisp
2020,8,hispanic,240183.0,28.0,26.0,19798.0,8.0,dist_8_hispanic
2020,9,white,231433.0,41.0,39.0,183378.0,79.0,dist_9_white
2020,9,black,231433.0,37.0,36.0,26978.0,12.0,dist_9_black
2020,9,other,231433.0,28.0,27.0,21075.0,9.0,dist_9_other
2020,9,nonhisp,231433.0,40.0,39.0,211326.0,91.0,dist_9_nonhisp
2020,9,hispanic,231433.0,28.0,26.0,20110.0,9.0,dist_9_hispanic
2020,10,white,211564.0,40.0,41.0,130360.0,62.0,dist_10_white
2020,10,black,211564.0,40.0,41.0,39693.0,19.0,dist_10_black
2020,10,other,211564.0,27.0,24.0,41509.0,20.0,dist_10_other
2020,10,nonhisp,211564.0,40.0,41.0,166251.0,79.0,dist_10_nonhisp
2020,10,hispanic,211564.0,26.0,23.0,45312.0,21.0,dist_10_hispanic
2020,11,white,213481.0,41.0,42.0,132554.0,62.0,dist_11_white
2020,11,black,213481.0,37.0,36.0,52222.0,24.0,dist_11_black
2020,11,other,213481.0,27.0,24.0,28703.0,13.0,dist_11_other
2020,11,nonhisp,213481.0,40.0,41.0,180696.0,85.0,dist_11_nonhisp
2020,11,hispanic,213481.0,27.0,24.0,32786.0,15.0,dist_11_hispanic
2020,12,white,217626.0,38.0,37.0,144195.0,66.0,dist_12_white
2020,12,black,217626.0,36.0,35.0,39880.0,18.0,dist_12_black
2020,12,other,217626.0,26.0,23.0,33553.0,15.0,dist_12_other
2020,12,nonhisp,217626.0,38.0,37.0,177526.0,82.0,dist_12_nonhisp
2020,12,hispanic,217626.0,26.0,24.0,40100.0,18.0,dist_12_hispanic
2020,13,white,189289.0,43.0,44.0,66648.0,35.0,dist_13_white
2020,13,black,189289.0,38.0,36.0,49027.0,26.0,dist_13_black
2020,13,other,189289.0,33.0,31.0,73613.0,39.0,dist_13_other
2020,13,nonhisp,189289.0,39.0,39.0,170217.0,90.0,dist_13_nonhisp
2020,13,hispanic,189289.0,26.0,24.0,19071.0,10.0,dist_13_hispanic
2020,14,white,233943.0,37.0,35.0,60998.0,26.0,dist_14_white
