year,nc_senate,classification,totalpop_district_year,mean_age,median_age,totalpop_class,percent,identity
2020,14,black,233943.0,33.0,30.0,120368.0,51.0,dist_14_black
2020,14,other,233943.0,26.0,24.0,52578.0,22.0,dist_14_other
2020,14,nonhisp,233943.0,35.0,32.0,173956.0,74.0,dist_14_nonhisp
2020,14,hispanic,233943.0,26.0,24.0,59988.0,26.0,dist_14_hispanic
2020,15,white,220517.0,40.0,41.0,172663.0,78.0,dist_15_white
2020,15,black,220517.0,35.0,32.0,26921.0,12.0,dist_15_black
2020,15,other,220517.0,31.0,29.0,20929.0,9.0,dist_15_other
2020,15,nonhisp,220517.0,39.0,39.0,205073.0,93.0,dist_15_nonhisp
2020,15,hispanic,220517.0,30.0,27.0,15446.0,7.0,dist_15_hispanic
2020,16,white,234356.0,36.0,31.0,138819.0,59.0,dist_16_white
2020,16,black,234356.0,31.0,28.0,40523.0,17.0,dist_16_black
2020,16,other,234356.0,28.0,25.0,55014.0,23.0,dist_16_other
2020,16,nonhisp,234356.0,34.0,30.0,202767.0,87.0,dist_16_nonhisp
2020,16,hispanic,234356.0,27.0,24.0,31586.0,13.0,dist_16_hispanic
2020,17,white,254688.0,36.0,36.0,185714.0,73.0,dist_17_white
2020,17,black,254688.0,33.0,32.0,23357.0,9.0,dist_17_black
2020,17,other,254688.0,30.0,29.0,45618.0,18.0,dist_17_other
2020,17,nonhisp,254688.0,35.0,35.0,232103.0,91.0,dist_17_nonhisp
2020,17,hispanic,254688.0,28.0,26.0,22587.0,9.0,dist_17_hispanic
2020,18,white,229083.0,39.0,40.0,152914.0,67.0,dist_18_white
2020,18,black,229083.0,38.0,38.0,45938.0,20.0,dist_18_black
2020,18,other,229083.0,27.0,25.0,30229.0,13.0,dist_18_other
2020,18,nonhisp,229083.0,39.0,40.0,195309.0,85.0,dist_18_nonhisp
2020,18,hispanic,229083.0,27.0,24.0,33772.0,15.0,dist_18_hispanic
2020,19,white,197536.0,37.0,34.0,123236.0,62.0,dist_19_white
2020,19,black,197536.0,36.0,33.0,46342.0,23.0,dist_19_black
2020,19,other,197536.0,27.0,23.0,27958.0,14.0,dist_19_other
2020,19,nonhisp,197536.0,36.0,33.0,174315.0,88.0,dist_19_nonhisp
2020,19,hispanic,197536.0,27.0,23.0,23223.0,12.0,dist_19_hispanic
2020,20,white,219261.0,40.0,39.0,74172.0,34.0,dist_20_white
2020,20,black,219261.0,36.0,34.0,105100.0,48.0,dist_20_black
2020,20,other,219261.0,27.0,26.0,39987.0,18.0,dist_20_other
2020,20,nonhisp,219261.0,38.0,36.0,178369.0,81.0,dist_20_nonhisp
2020,20,hispanic,219261.0,27.0,25.0,40893.0,19.0,dist_20_hispanic
2020,21,white,200796.0,36.0,33.0,64066.0,32.0,dist_21_white
2020,21,black,200796.0,36.0,34.0,103224.0,51.0,dist_21_black
2020,21,other,200796.0,28.0,24.0,33508.0,17.0,dist_21_other
2020,21,nonhisp,200796.0,36.0,33.0,173601.0,86.0,dist_21_nonhisp
2020,21,hispanic,200796.0,27.0,24.0,27192.0,14.0,dist_21_hispanic
2020,22,white,228994.0,41.0,41.0,142796.0,62.0,dist_22_white
2020,22,black,228994.0,39.0,39.0,48471.0,21.0,dist_22_black
2020,22,other,228994.0,29.0,27.0,37725.0,16.0,dist_22_other
2020,22,nonhisp,228994.0,40.0,40.0,199994.0,87.0,dist_22_nonhisp
2020,22,hispanic,228994.0,28.0,26.0,28998.0,13.0,dist_22_hispanic
2020,23,white,225416.0,41.0,40.0,162859.0,72.0,dist_23_white
2020,23,black,225416.0,40.0,39.0,22784.0,10.0,dist_23_black
2020,23,other,225416.0,28.0,25.0,39774.0,18.0,dist_23_other
2020,23,nonhisp,225416.0,40.0,40.0,193627.0,86.0,dist_23_nonhisp
2020,23,hispanic,225416.0,27.0,24.0,31790.0,14.0,dist_23_hispanic
2020,24,white,205349.0,41.0,42.0,143255.0,70.0,dist_24_white
2020,24,black,205349.0,38.0,38.0,33686.0,16.0,dist_24_black
2020,24,other,205349.0,27.0,24.0,28411.0,14.0,dist_24_other
2020,24,nonhisp,205349.0,41.0,41.0,174871.0,85.0,dist_24_nonhisp
2020,24,hispanic,205349.0,26.0,23.0,30476.0,15.0,dist_24_hispanic
2020,25,white,194628.0,43.0,45.0,125735.0,65.0,dist_25_white
2020,25,black,194628.0,38.0,37.0,48270.0,25.0,dist_25_black
2020,25,other,194628.0,29.0,26.0,20622.0,11.0,dist_25_other
2020,25,nonhisp,194628.0,41.0,42.0,183334.0,94.0,dist_25_nonhisp
2020,25,hispanic,194628.0,27.0,25.0,11295.0,6.0,dist_25_hispanic
2020,26,white,205345.0,43.0,45.0,156021.0,76.0,dist_26_white
2020,26,black,205345.0,39.0,39.0,30726.0,15.0,dist_26_black
2020,26,other,205345.0,29.0,26.0,18596.0,9.0,dist_26_other
2020,26,nonhisp,205345.0,42.0,44.0,191668.0,93.0,dist_26_nonhisp
2020,26,hispanic,205345.0,28.0,25.0,13678.0,7.0,dist_26_hispanic
2020,27,white,209543.0,44.0,46.0,129181.0,62.0,dist_27_white
2020,27,black,209543.0,34.0,32.0,60068.0,29.0,dist_27_black
2020,27,other,209543.0,28.0,26.0,20294.0,10.0,dist_27_other
2020,27,nonhisp,209543.0,41.0,41.0,188054.0,90.0,dist_27_nonhisp
2020,27,hispanic,209543.0,28.0,26.0,21489.0,10.0,dist_27_hispanic
2020,28,white,212515.0,39.0,34.0,50947.0,24.0,dist_28_white
2020,28,black,212515.0,34.0,31.0,125781.0,59.0,dist_28_black
2020,28,other,212515.0,26.0,24.0,35789.0,17.0,dist_28_other
2020,28,nonhisp,212515.0,35.0,31.0,183324.0,86.0,dist_28_nonhisp
2020,28,hispanic,212515.0,26.0,23.0,29192.0,14.0,dist_28_hispanic
2020,29,white,208118.0,44.0,46.0,166966.0,80.0,dist_29_white
2020,29,black,208118.0,39.0,39.0,18171.0,9.0,dist_29_black
2020,29,other,208118.0,28.0,25.0,22979.0,11.0,dist_29_other
2020,29,nonhisp,208118.0,44.0,46.0,183591.0,88.0,dist_29_nonhisp
2020,29,hispanic,208118.0,27.0,24.0,24525.0,12.0,dist_29_hispanic
2020,30,white,191207.0,43.0,46.0,168565.0,88.0,dist_30_white
2020,30,black,191207.0,43.0,45.0,7007.0,4.0,dist_30_black
2020,30,other,191207.0,28.0,24.0,15634.0,8.0,dist_30_other
2020,30,nonhisp,191207.0,43.0,46.0,174640.0,91.0,dist_30_nonhisp
2020,30,hispanic,191207.0,27.0,23.0,16566.0,9.0,dist_30_hispanic
2020,31,white,215838.0,43.0,46.0,178759.0,83.0,dist_31_white
2020,31,black,215838.0,37.0,37.0,18547.0,9.0,dist_31_black
2020,31,other,215838.0,28.0,25.0,18533.0,9.0,dist_31_other
2020,31,nonhisp,215838.0,43.0,45.0,197730.0,92.0,dist_31_nonhisp
2020,31,hispanic,215838.0,28.0,25.0,18109.0,8.0,dist_31_hispanic
2020,32,white,208670.0,41.0,39.0,71940.0,34.0,dist_32_white
2020,32,black,208670.0,36.0,33.0,84168.0,40.0,dist_32_black
2020,32,other,208670.0,25.0,23.0,52561.0,25.0,dist_32_other
2020,32,nonhisp,208670.0,38.0,35.0,155233.0,74.0,dist_32_nonhisp
2020,32,hispanic,208670.0,25.0,22.0,53437.0,26.0,dist_32_hispanic
2020,33,white,195232.0,42.0,44.0,155386.0,80.0,dist_33_white
2020,33,black,195232.0,39.0,38.0,18972.0,10.0,dist_33_black
2020,33,other,195232.0,28.0,25.0,20877.0,11.0,dist_33_other
2020,33,nonhisp,195232.0,42.0,44.0,174114.0,89.0,dist_33_nonhisp
2020,33,hispanic,195232.0,26.0,24.0,21120.0,11.0,dist_33_hispanic
2020,34,white,204226.0,42.0,44.0,152629.0,75.0,dist_34_white
2020,34,black,204226.0,37.0,35.0,28840.0,14.0,dist_34_black
2020,34,other,204226.0,27.0,24.0,22754.0,11.0,dist_34_other
2020,34,nonhisp,204226.0,41.0,43.0,180212.0,88.0,dist_34_nonhisp
2020,34,hispanic,204226.0,27.0,24.0,24013.0,12.0,dist_34_hispanic
2020,35,white,241618.0,37.0,38.0,177671.0,74.0,dist_35_white
2020,35,black,241618.0,35.0,34.0,27829.0,12.0,dist_35_black
2020,35,other,241618.0,27.0,24.0,36120.0,15.0,dist_35_other
2020,35,nonhisp,241618.0,37.0,37.0,203735.0,84.0,dist_35_nonhisp
2020,35,hispanic,241618.0,27.0,24.0,37882.0,16.0,dist_35_hispanic
2020,36,white,219019.0,39.0,39.0,151985.0,69.0,dist_36_white
2020,36,black,219019.0,33.0,33.0,40007.0,18.0,dist_36_black
2020,36,other,219019.0,27.0,24.0,27028.0,12.0,dist_36_other
2020,36,nonhisp,219019.0,38.0,38.0,190090.0,87.0,dist_36_nonhisp
2020,36,hispanic,219019.0,27.0,24.0,28927.0,13.0,dist_36_hispanic
2020,37,white,221065.0,37.0,35.0,105439.0,48.0,dist_37_white
2020,37,black,221065.0,34.0,31.0,62051.0,28.0,dist_37_black
2020,37,other,221065.0,28.0,27.0,53577.0,24.0,dist_37_other
2020,37,nonhisp,221065.0,36.0,34.0,162811.0,74.0,dist_37_nonhisp
2020,37,hispanic,221065.0,28.0,27.0,58253.0,26.0,dist_37_hispanic
2020,38,white,238066.0,37.0,34.0,55101.0,23.0,dist_38_white
2020,38,black,238066.0,33.0,32.0,140028.0,59.0,dist_38_black
2020,38,other,238066.0,27.0,26.0,42937.0,18.0,dist_38_other
2020,38,nonhisp,238066.0,34.0,32.0,201050.0,84.0,dist_38_nonhisp
2020,38,hispanic,238066.0,27.0,25.0,37020.0,16.0,dist_38_hispanic
2020,39,white,214256.0,41.0,41.0,164148.0,77.0,dist_39_white
2020,39,black,214256.0,34.0,33.0,24303.0,11.0,dist_39_black
2020,39,other,214256.0,31.0,32.0,25807.0,12.0,dist_39_other
2020,39,nonhisp,214256.0,40.0,40.0,196960.0,92.0,dist_39_nonhisp
2020,39,hispanic,214256.0,31.0,30.0,17296.0,8.0,dist_39_hispanic
2020,40,white,218128.0,38.0,35.0,45039.0,21.0,dist_40_white
2020,40,black,218128.0,34.0,32.0,120804.0,55.0,dist_40_black
2020,40,other,218128.0,26.0,25.0,52282.0,24.0,dist_40_other
2020,40,nonhisp,218128.0,35.0,32.0,159808.0,73.0,dist_40_nonhisp
2020,40,hispanic,218128.0,27.0,25.0,58323.0,27.0,dist_40_hispanic
2020,41,white,250810.0,38.0,38.0,175165.0,70.0,dist_41_white
2020,41,black,250810.0,34.0,34.0,52370.0,21.0,dist_41_black
2020,41,other,250810.0,28.0,26.0,23273.0,9.0,dist_41_other
2020,41,nonhisp,250810.0,37.0,36.0,223905.0,89.0,dist_41_nonhisp
2020,41,hispanic,250810.0,30.0,28.0,26906.0,11.0,dist_41_hispanic
2020,42,white,198186.0,42.0,44.0,157907.0,80.0,dist_42_white
2020,42,black,198186.0,37.0,37.0,16651.0,8.0,dist_42_black
2020,42,other,198186.0,27.0,24.0,23631.0,12.0,dist_42_other
2020,42,nonhisp,198186.0,42.0,43.0,177694.0,90.0,dist_42_nonhisp
2020,42,hispanic,198186.0,27.0,24.0,20494.0,10.0,dist_42_hispanic
2020,43,white,199398.0,42.0,43.0,145694.0,73.0,dist_43_white
2020,43,black,199398.0,35.0,34.0,34128.0,17.0,dist_43_black
2020,43,other,199398.0,29.0,26.0,19576.0,10.0,dist_43_other
2020,43,nonhisp,199398.0,40.0,41.0,181457.0,91.0,dist_43_nonhisp
2020,43,hispanic,199398.0,28.0,26.0,17943.0,9.0,dist_43_hispanic
2020,44,white,233642.0,41.0,42.0,191303.0,82.0,dist_44_white
2020,44,black,233642.0,36.0,35.0,21401.0,9.0,dist_44_black
2020,44,other,233642.0,28.0,25.0,20939.0,9.0,dist_44_other
2020,44,nonhisp,233642.0,40.0,41.0,213490.0,91.0,dist_44_nonhisp
2020,44,hispanic,233642.0,29.0,26.0,20152.0,9.0,dist_44_hispanic
2020,45,white,194476.0,42.0,42.0,175807.0,90.0,dist_45_white
2020,45,black,194476.0,38.0,36.0,5811.0,3.0,dist_45_black
2020,45,other,194476.0,29.0,25.0,12857.0,7.0,dist_45_other
2020,45,nonhisp,194476.0,42.0,42.0,180892.0,93.0,dist_45_nonhisp
2020,45,hispanic,194476.0,28.0,25.0,13582.0,7.0,dist_45_hispanic
2020,46,white,188555.0,43.0,44.0,147201.0,78.0,dist_46_white
2020,46,black,188555.0,37.0,36.0,26070.0,14.0,dist_46_black
2020,46,other,188555.0,27.0,24.0,15283.0,8.0,dist_46_other
2020,46,nonhisp,188555.0,42.0,43.0,178235.0,95.0,dist_46_nonhisp
2020,46,hispanic,188555.0,27.0,24.0,10320.0,5.0,dist_46_hispanic
2020,47,white,190484.0,45.0,48.0,168840.0,89.0,dist_47_white
2020,47,black,190484.0,40.0,42.0,9439.0,5.0,dist_47_black
2020,47,other,190484.0,28.0,25.0,12205.0,6.0,dist_47_other
2020,47,nonhisp,190484.0,44.0,47.0,178778.0,94.0,dist_47_nonhisp
2020,47,hispanic,190484.0,28.0,25.0,11706.0,6.0,dist_47_hispanic
2020,48,white,210596.0,46.0,50.0,181332.0,86.0,dist_48_white
2020,48,black,210596.0,38.0,37.0,7637.0,4.0,dist_48_black
2020,48,other,210596.0,29.0,27.0,21627.0,10.0,dist_48_other
2020,48,nonhisp,210596.0,47.0,50.0,186333.0,88.0,dist_48_nonhisp
2020,48,hispanic,210596.0,28.0,26.0,24264.0,12.0,dist_48_hispanic
2020,49,white,212317.0,42.0,43.0,181996.0,86.0,dist_49_white
2020,49,black,212317.0,38.0,38.0,12040.0,6.0,dist_49_black
2020,49,other,212317.0,28.0,26.0,18280.0,9.0,dist_49_other
2020,49,nonhisp,212317.0,42.0,43.0,193232.0,91.0,dist_49_nonhisp
2020,49,hispanic,212317.0,28.0,26.0,19086.0,9.0,dist_49_hispanic
2020,50,white,204526.0,45.0,48.0,180387.0,88.0,dist_50_white
2020,50,black,204526.0,37.0,31.0,2172.0,1.0,dist_50_black
2020,50,other,204526.0,31.0,29.0,21967.0,11.0,dist_50_other
2020,50,nonhisp,204526.0,45.0,48.0,190334.0,93.0,dist_50_nonhisp
2020,50,hispanic,204526.0,28.0,26.0,14194.0,7.0,dist_50_hispanic
